"Year","Category","Sector","Country","Estimate","Lower CI","Upper CI","CV"
2016,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Disposals","Low emission vehicles","Northern Ireland",0,0,0,"0"
2017,"Number of businesses","All groups","UK",83500,73500,93000,"5.9"
2017,"Number of businesses","All groups","England",69000,60000,78500,"6.92"
2017,"Number of businesses","All groups","Scotland",10500,8500,12500,"9.51"
2017,"Number of businesses","All groups","Wales",9000,5500,12500,"19.420000000000002"
2017,"Number of businesses","All groups","Northern Ireland",3500,2500,4500,"13.98"
2017,"Number of businesses","Low carbon electricity","UK",24000,18000,30500,"13.06"
2017,"Number of businesses","Low carbon electricity","England",16500,10500,22500,"18.309999999999999"
2017,"Number of businesses","Low carbon electricity","Scotland",6000,4000,8000,"15.07"
2017,"Number of businesses","Low carbon electricity","Wales",2000,1000,2500,"21.99"
2017,"Number of businesses","Low carbon electricity","Northern Ireland",1500,1000,2000,"17.010000000000002"
2017,"Number of businesses","Low carbon heat","UK",4000,2500,5500,"19.25"
2017,"Number of businesses","Low carbon heat","England",3000,1500,4500,"25.4"
2017,"Number of businesses","Low carbon heat","Scotland",1000,500,1000,"19.55"
2017,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"52.01"
2017,"Number of businesses","Low carbon heat","Northern Ireland",NA,NA,NA,"69.34"
2017,"Number of businesses","Energy from waste and biomass","UK",4500,2500,6000,"19.010000000000002"
2017,"Number of businesses","Energy from waste and biomass","England",3500,2000,5000,"23.43"
2017,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"26.75"
2017,"Number of businesses","Energy from waste and biomass","Wales",NA,NA,NA,"52.32"
2017,"Number of businesses","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"52.21"
2017,"Number of businesses","Energy efficient products","UK",49500,43000,56000,"6.71"
2017,"Number of businesses","Energy efficient products","England",44500,38000,50500,"7.42"
2017,"Number of businesses","Energy efficient products","Scotland",3500,3000,4500,"11.55"
2017,"Number of businesses","Energy efficient products","Wales",4500,3000,6000,"15.8"
2017,"Number of businesses","Energy efficient products","Northern Ireland",1500,1000,2500,"23.71"
2017,"Number of businesses","Low carbon services","UK",5000,1500,8500,"36.630000000000003"
2017,"Number of businesses","Low carbon services","England",5000,1500,8500,"37.25"
2017,"Number of businesses","Low carbon services","Scotland",NA,NA,NA,"39.58"
2017,"Number of businesses","Low carbon services","Wales",2500,-500,5500,"66.52"
2017,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"61.88"
2017,"Number of businesses","Low emission vehicles","UK",1500,500,3000,"31.57"
2017,"Number of businesses","Low emission vehicles","England",1500,500,2500,"33.93"
2017,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"80.239999999999995"
2017,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"46.5"
2017,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"62.11"
2017,"Turnover","All groups","UK",44021500,41524000,46519500,"2.89"
2017,"Turnover","All groups","England",35325500,32977000,37674000,"3.39"
2017,"Turnover","All groups","Scotland",5926500,5510500,6342500,"3.58"
2017,"Turnover","All groups","Wales",1796500,1562500,2031000,"6.65"
2017,"Turnover","All groups","Northern Ireland",972500,847000,1098500,"6.6"
2017,"Turnover","Low carbon electricity","UK",12231500,11067500,13395500,"4.8600000000000003"
2017,"Turnover","Low carbon electricity","England",8314500,7190500,9438500,"6.9"
2017,"Turnover","Low carbon electricity","Scotland",3432500,3184000,3681000,"3.69"
2017,"Turnover","Low carbon electricity","Wales",247500,195000,299500,"10.76"
2017,"Turnover","Low carbon electricity","Northern Ireland",237000,171500,302500,"14.1"
2017,"Turnover","Low carbon heat","UK",2071500,1452000,2691000,"15.26"
2017,"Turnover","Low carbon heat","England",1737000,1150500,2323500,"17.23"
2017,"Turnover","Low carbon heat","Scotland",216500,144500,288500,"16.97"
2017,"Turnover","Low carbon heat","Wales",83500,23500,143500,"36.590000000000003"
2017,"Turnover","Low carbon heat","Northern Ireland",34500,31500,38000,"4.92"
2017,"Turnover","Energy from waste and biomass","UK",4110000,3746500,4473500,"4.51"
2017,"Turnover","Energy from waste and biomass","England",3663500,3318500,4008000,"4.8"
2017,"Turnover","Energy from waste and biomass","Scotland",293500,245500,342000,"8.3800000000000008"
2017,"Turnover","Energy from waste and biomass","Wales",119500,98500,140000,"8.8000000000000007"
2017,"Turnover","Energy from waste and biomass","Northern Ireland",34000,24000,43500,"14.95"
2017,"Turnover","Energy efficient products","UK",20361500,18425000,22298000,"4.8499999999999996"
2017,"Turnover","Energy efficient products","England",17099000,15306000,18892500,"5.35"
2017,"Turnover","Energy efficient products","Scotland",1844000,1546000,2142500,"8.26"
2017,"Turnover","Energy efficient products","Wales",1076500,860500,1292000,"10.220000000000001"
2017,"Turnover","Energy efficient products","Northern Ireland",341500,234500,448500,"16"
2017,"Turnover","Low carbon services","UK",1138500,568500,1709000,"25.55"
2017,"Turnover","Low carbon services","England",1022000,460000,1584500,"28.06"
2017,"Turnover","Low carbon services","Scotland",NA,NA,NA,"c"
2017,"Turnover","Low carbon services","Wales",NA,NA,NA,"c"
2017,"Turnover","Low carbon services","Northern Ireland",15500,11500,20000,"13.57"
2017,"Turnover","Low emission vehicles","UK",4109000,3836000,4382000,"3.39"
2017,"Turnover","Low emission vehicles","England",3489500,3217000,3762000,"3.98"
2017,"Turnover","Low emission vehicles","Scotland",NA,NA,NA,"c"
2017,"Turnover","Low emission vehicles","Wales",NA,NA,NA,"c"
2017,"Turnover","Low emission vehicles","Northern Ireland",310000,306000,314000,"0.67"
2017,"Employment (full time equivalent)","All groups","UK",217200,198700,235800,"4.3600000000000003"
2017,"Employment (full time equivalent)","All groups","England",179800,162000,197600,"5.05"
2017,"Employment (full time equivalent)","All groups","Scotland",21800,19200,24400,"6.03"
2017,"Employment (full time equivalent)","All groups","Wales",9700,8200,11300,"8.0500000000000007"
2017,"Employment (full time equivalent)","All groups","Northern Ireland",5900,4700,7100,"10.3"
2017,"Employment (full time equivalent)","Low carbon electricity","UK",32600,28000,37200,"7.24"
2017,"Employment (full time equivalent)","Low carbon electricity","England",22400,18700,26200,"8.4700000000000006"
2017,"Employment (full time equivalent)","Low carbon electricity","Scotland",8500,6900,10100,"9.74"
2017,"Employment (full time equivalent)","Low carbon electricity","Wales",900,600,1100,"14.76"
2017,"Employment (full time equivalent)","Low carbon electricity","Northern Ireland",800,300,1300,"29.67"
2017,"Employment (full time equivalent)","Low carbon heat","UK",5300,2900,7800,"23.47"
2017,"Employment (full time equivalent)","Low carbon heat","England",3700,1700,5700,"27.98"
2017,"Employment (full time equivalent)","Low carbon heat","Scotland",1100,700,1600,"20.39"
2017,"Employment (full time equivalent)","Low carbon heat","Wales",NA,NA,NA,"45.95"
2017,"Employment (full time equivalent)","Low carbon heat","Northern Ireland",NA,NA,NA,"34.270000000000003"
2017,"Employment (full time equivalent)","Energy from waste and biomass","UK",10000,7300,12700,"13.75"
2017,"Employment (full time equivalent)","Energy from waste and biomass","England",8300,5800,10900,"15.64"
2017,"Employment (full time equivalent)","Energy from waste and biomass","Scotland",1100,700,1600,"21.2"
2017,"Employment (full time equivalent)","Energy from waste and biomass","Wales",500,400,600,"14.53"
2017,"Employment (full time equivalent)","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"19.43"
2017,"Employment (full time equivalent)","Energy efficient products","UK",146400,130100,162700,"5.68"
2017,"Employment (full time equivalent)","Energy efficient products","England",126000,110300,141800,"6.37"
2017,"Employment (full time equivalent)","Energy efficient products","Scotland",10000,8100,11900,"9.5299999999999994"
2017,"Employment (full time equivalent)","Energy efficient products","Wales",7200,5700,8600,"10.33"
2017,"Employment (full time equivalent)","Energy efficient products","Northern Ireland",3200,2100,4300,"17.28"
2017,"Employment (full time equivalent)","Low carbon services","UK",11100,4300,17800,"31.03"
2017,"Employment (full time equivalent)","Low carbon services","England",9900,3200,16600,"34.49"
2017,"Employment (full time equivalent)","Low carbon services","Scotland",700,400,1000,"23.97"
2017,"Employment (full time equivalent)","Low carbon services","Wales",NA,NA,NA,"40.33"
2017,"Employment (full time equivalent)","Low carbon services","Northern Ireland",NA,NA,NA,"38.75"
2017,"Employment (full time equivalent)","Low emission vehicles","UK",11800,9900,13600,"8.1300000000000008"
2017,"Employment (full time equivalent)","Low emission vehicles","England",9400,7500,11300,"10.17"
2017,"Employment (full time equivalent)","Low emission vehicles","Scotland",400,400,400,"5.43"
2017,"Employment (full time equivalent)","Low emission vehicles","Wales",400,400,400,"1.9"
2017,"Employment (full time equivalent)","Low emission vehicles","Northern Ireland",1600,1500,1700,"2.71"
2017,"Exports","All groups","UK",5031000,4572000,5490500,"4.66"
2017,"Exports","All groups","England",4195500,3738500,4652500,"5.56"
2017,"Exports","All groups","Scotland",352000,342500,361500,"1.38"
2017,"Exports","All groups","Wales",259500,234500,284000,"4.87"
2017,"Exports","All groups","Northern Ireland",224500,213000,236500,"2.68"
2017,"Exports","Low carbon electricity","UK",633500,557500,709500,"6.12"
2017,"Exports","Low carbon electricity","England",523000,457500,588000,"6.37"
2017,"Exports","Low carbon electricity","Scotland",77000,70000,84500,"4.8899999999999997"
2017,"Exports","Low carbon electricity","Wales",26000,1000,50500,"48.57"
2017,"Exports","Low carbon electricity","Northern Ireland",7500,4500,10000,"18.16"
2017,"Exports","Low carbon heat","UK",146500,105500,187500,"14.25"
2017,"Exports","Low carbon heat","England",NA,NA,NA,"c"
2017,"Exports","Low carbon heat","Scotland",NA,NA,NA,"c"
2017,"Exports","Low carbon heat","Wales",NA,NA,NA,"c"
2017,"Exports","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2017,"Exports","Energy from waste and biomass","UK",66000,63000,68500,"2.0699999999999998"
2017,"Exports","Energy from waste and biomass","England",NA,NA,NA,"c"
2017,"Exports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2017,"Exports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2017,"Exports","Energy from waste and biomass","Northern Ireland",2000,1000,2500,"19.04"
2017,"Exports","Energy efficient products","UK",1294000,847000,1741000,"17.62"
2017,"Exports","Energy efficient products","England",1070000,624000,1516500,"21.28"
2017,"Exports","Energy efficient products","Scotland",164000,158500,169500,"1.72"
2017,"Exports","Energy efficient products","Wales",NA,NA,NA,"c"
2017,"Exports","Energy efficient products","Northern Ireland",NA,NA,NA,"c"
2017,"Exports","Low carbon services","UK",73000,57000,89000,"11.2"
2017,"Exports","Low carbon services","England",64000,48500,79500,"12.41"
2017,"Exports","Low carbon services","Scotland",7500,7000,8500,"4.32"
2017,"Exports","Low carbon services","Wales",NA,NA,NA,"c"
2017,"Exports","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2017,"Exports","Low emission vehicles","UK",2818500,2758000,2879000,"1.1000000000000001"
2017,"Exports","Low emission vehicles","England",2442500,2382000,2503500,"1.27"
2017,"Exports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2017,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2017,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2017,"Imports","All groups","UK",5786000,5302500,6269500,"4.26"
2017,"Imports","All groups","England",4884500,4496000,5273500,"4.0599999999999996"
2017,"Imports","All groups","Scotland",477000,357000,597000,"12.84"
2017,"Imports","All groups","Wales",312500,284500,341000,"4.57"
2017,"Imports","All groups","Northern Ireland",111500,90000,133000,"9.7799999999999994"
2017,"Imports","Low carbon electricity","UK",857000,765500,948500,"5.44"
2017,"Imports","Low carbon electricity","England",629500,569000,690000,"4.9000000000000004"
2017,"Imports","Low carbon electricity","Scotland",182500,115000,250000,"18.920000000000002"
2017,"Imports","Low carbon electricity","Wales",NA,NA,NA,"c"
2017,"Imports","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2017,"Imports","Low carbon heat","UK",171000,142000,2e+05,"8.6300000000000008"
2017,"Imports","Low carbon heat","England",92000,78500,105000,"7.4"
2017,"Imports","Low carbon heat","Scotland",52500,44500,60500,"7.74"
2017,"Imports","Low carbon heat","Wales",19500,500,38500,"49.56"
2017,"Imports","Low carbon heat","Northern Ireland",7500,7000,8000,"2.15"
2017,"Imports","Energy from waste and biomass","UK",1408000,1369000,1447000,"1.41"
2017,"Imports","Energy from waste and biomass","England",1381500,1343000,1420000,"1.42"
2017,"Imports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2017,"Imports","Energy from waste and biomass","Wales",3000,1000,5500,"31.89"
2017,"Imports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2017,"Imports","Energy efficient products","UK",1769500,1309000,2230000,"13.27"
2017,"Imports","Energy efficient products","England",1419000,1048500,1789500,"13.32"
2017,"Imports","Energy efficient products","Scotland",220000,121500,319000,"22.85"
2017,"Imports","Energy efficient products","Wales",81500,64500,98000,"10.49"
2017,"Imports","Energy efficient products","Northern Ireland",49000,29000,69000,"20.97"
2017,"Imports","Low carbon services","UK",35500,30000,41000,"7.74"
2017,"Imports","Low carbon services","England",31500,26500,37000,"8.57"
2017,"Imports","Low carbon services","Scotland",3500,3000,4500,"11.48"
2017,"Imports","Low carbon services","Wales",NA,NA,NA,"0"
2017,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2017,"Imports","Low emission vehicles","UK",1545000,1475500,1614500,"2.2999999999999998"
2017,"Imports","Low emission vehicles","England",1331500,1262500,1400500,"2.65"
2017,"Imports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2017,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2017,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2017,"Aquisitions","All groups","UK",5812000,4920500,6703500,"7.83"
2017,"Aquisitions","All groups","England",3908000,3224500,4591000,"8.92"
2017,"Aquisitions","All groups","Scotland",1479500,949500,2009500,"18.28"
2017,"Aquisitions","All groups","Wales",151500,64500,238500,"29.32"
2017,"Aquisitions","All groups","Northern Ireland",273500,167500,380000,"19.82"
2017,"Aquisitions","Low carbon electricity","UK",3910500,3127500,4693500,"10.220000000000001"
2017,"Aquisitions","Low carbon electricity","England",2306500,1738500,2874500,"12.57"
2017,"Aquisitions","Low carbon electricity","Scotland",1329500,804500,1854000,"20.14"
2017,"Aquisitions","Low carbon electricity","Wales",46500,16500,76500,"33.020000000000003"
2017,"Aquisitions","Low carbon electricity","Northern Ireland",228500,124500,332500,"23.24"
2017,"Aquisitions","Low carbon heat","UK",395500,127500,663000,"34.549999999999997"
2017,"Aquisitions","Low carbon heat","England",366500,99500,633500,"37.15"
2017,"Aquisitions","Low carbon heat","Scotland",18500,3500,33000,"41.32"
2017,"Aquisitions","Low carbon heat","Wales",7500,-5000,19500,"83.86"
2017,"Aquisitions","Low carbon heat","Northern Ireland",3000,-500,6500,"63.67"
2017,"Aquisitions","Energy from waste and biomass","UK",686500,441000,932500,"18.260000000000002"
2017,"Aquisitions","Energy from waste and biomass","England",486500,336000,636500,"15.77"
2017,"Aquisitions","Energy from waste and biomass","Scotland",106000,34000,178500,"34.76"
2017,"Aquisitions","Energy from waste and biomass","Wales",66500,-14000,147000,"61.76"
2017,"Aquisitions","Energy from waste and biomass","Northern Ireland",27500,6500,48500,"38.54"
2017,"Aquisitions","Energy efficient products","UK",507500,391000,624500,"11.74"
2017,"Aquisitions","Energy efficient products","England",455000,346500,564000,"12.18"
2017,"Aquisitions","Energy efficient products","Scotland",19500,12500,27000,"19.12"
2017,"Aquisitions","Energy efficient products","Wales",25000,15500,34500,"19.75"
2017,"Aquisitions","Energy efficient products","Northern Ireland",7500,1000,14000,"42.93"
2017,"Aquisitions","Low carbon services","UK",15000,6000,24000,"30.23"
2017,"Aquisitions","Low carbon services","England",13000,5000,21000,"31.02"
2017,"Aquisitions","Low carbon services","Scotland",NA,NA,NA,"c"
2017,"Aquisitions","Low carbon services","Wales",NA,NA,NA,"c"
2017,"Aquisitions","Low carbon services","Northern Ireland",NA,NA,NA,"34.17"
2017,"Aquisitions","Low emission vehicles","UK",297000,92000,501500,"35.19"
2017,"Aquisitions","Low emission vehicles","England",280000,75500,484500,"37.299999999999997"
2017,"Aquisitions","Low emission vehicles","Scotland",NA,NA,NA,"c"
2017,"Aquisitions","Low emission vehicles","Wales",NA,NA,NA,"c"
2017,"Aquisitions","Low emission vehicles","Northern Ireland",7000,-1500,15500,"61.45"
2017,"Disposals","All groups","UK",177500,144000,211000,"9.6"
2017,"Disposals","All groups","England",119500,98000,140500,"9.07"
2017,"Disposals","All groups","Scotland",51000,25500,76500,"25.6"
2017,"Disposals","All groups","Wales",4500,3500,5000,"9.93"
2017,"Disposals","All groups","Northern Ireland",2500,2000,3500,"13.92"
2017,"Disposals","Low carbon electricity","UK",131000,101500,160500,"11.42"
2017,"Disposals","Low carbon electricity","England",80500,66000,94500,"9.1"
2017,"Disposals","Low carbon electricity","Scotland",47500,21500,73000,"27.59"
2017,"Disposals","Low carbon electricity","Wales",NA,NA,NA,"c"
2017,"Disposals","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2017,"Disposals","Low carbon heat","UK",5500,1000,10000,"42.36"
2017,"Disposals","Low carbon heat","England",NA,NA,NA,"51.77"
2017,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"49.25"
2017,"Disposals","Low carbon heat","Wales",NA,NA,NA,"c"
2017,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2017,"Disposals","Energy from waste and biomass","UK",10000,-2000,22000,"61.52"
2017,"Disposals","Energy from waste and biomass","England",10000,-2000,22000,"62.19"
2017,"Disposals","Energy from waste and biomass","Scotland",NA,NA,NA,"45.69"
2017,"Disposals","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2017,"Disposals","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2017,"Disposals","Energy efficient products","UK",30000,22500,37500,"12.94"
2017,"Disposals","Energy efficient products","England",24000,17000,31000,"15.07"
2017,"Disposals","Energy efficient products","Scotland",3000,2000,4000,"19.03"
2017,"Disposals","Energy efficient products","Wales",1500,1000,2500,"21.74"
2017,"Disposals","Energy efficient products","Northern Ireland",1500,1000,2000,"17.5"
2017,"Disposals","Low carbon services","UK",NA,NA,NA,"0"
2017,"Disposals","Low carbon services","England",NA,NA,NA,"0"
2017,"Disposals","Low carbon services","Scotland",NA,NA,NA,"0"
2017,"Disposals","Low carbon services","Wales",NA,NA,NA,"0"
2017,"Disposals","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2017,"Disposals","Low emission vehicles","UK",NA,NA,NA,"29.51"
2017,"Disposals","Low emission vehicles","England",NA,NA,NA,"31.09"
2017,"Disposals","Low emission vehicles","Scotland",0,0,0,"0"
2017,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"c"
2017,"Disposals","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2018,"Number of businesses","All groups","UK",89000,72500,105500,"9.39"
2018,"Number of businesses","All groups","England",74000,59500,88500,"9.9700000000000006"
2018,"Number of businesses","All groups","Scotland",10000,6500,13000,"16.149999999999999"
2018,"Number of businesses","All groups","Wales",11000,1500,21000,"44.95"
2018,"Number of businesses","All groups","Northern Ireland",3000,1500,4500,"26.04"
2018,"Number of businesses","Low carbon electricity","UK",37000,22000,52500,"20.79"
2018,"Number of businesses","Low carbon electricity","England",25500,12000,38500,"26.42"
2018,"Number of businesses","Low carbon electricity","Scotland",5500,3000,8000,"24.12"
2018,"Number of businesses","Low carbon electricity","Wales",8000,-2000,17500,"63.64"
2018,"Number of businesses","Low carbon electricity","Northern Ireland",1000,500,1500,"19.649999999999999"
2018,"Number of businesses","Low carbon heat","UK",3500,2000,5500,"25.64"
2018,"Number of businesses","Low carbon heat","England",3500,1500,5000,"28.23"
2018,"Number of businesses","Low carbon heat","Scotland",NA,NA,NA,"45.46"
2018,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"56"
2018,"Number of businesses","Low carbon heat","Northern Ireland",NA,NA,NA,"21.04"
2018,"Number of businesses","Energy from waste and biomass","UK",8500,-1000,18500,"58.31"
2018,"Number of businesses","Energy from waste and biomass","England",8000,-2000,17500,"64.430000000000007"
2018,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"36.44"
2018,"Number of businesses","Energy from waste and biomass","Wales",NA,NA,NA,"42.97"
2018,"Number of businesses","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"31.55"
2018,"Number of businesses","Energy efficient products","UK",46500,40500,52500,"6.54"
2018,"Number of businesses","Energy efficient products","England",43000,37500,49000,"6.82"
2018,"Number of businesses","Energy efficient products","Scotland",4000,2000,5500,"23.91"
2018,"Number of businesses","Energy efficient products","Wales",2500,1500,3500,"19.71"
2018,"Number of businesses","Energy efficient products","Northern Ireland",NA,NA,NA,"42.4"
2018,"Number of businesses","Low carbon services","UK",2000,500,3000,"31.79"
2018,"Number of businesses","Low carbon services","England",2000,500,3000,"33.11"
2018,"Number of businesses","Low carbon services","Scotland",NA,NA,NA,"61.77"
2018,"Number of businesses","Low carbon services","Wales",NA,NA,NA,"34.03"
2018,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"47.5"
2018,"Number of businesses","Low emission vehicles","UK",2000,1000,3500,"30.8"
2018,"Number of businesses","Low emission vehicles","England",2000,1000,3000,"31.53"
2018,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"39.1"
2018,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"82.62"
2018,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"40.409999999999997"
2018,"Turnover","All groups","UK",46338500,42869000,49807500,"3.82"
2018,"Turnover","All groups","England",37134000,33782500,40486000,"4.6100000000000003"
2018,"Turnover","All groups","Scotland",6237500,5592500,6882500,"5.28"
2018,"Turnover","All groups","Wales",2021500,1849500,2193500,"4.34"
2018,"Turnover","All groups","Northern Ireland",945000,824500,1066000,"6.51"
2018,"Turnover","Low carbon electricity","UK",13136000,11915000,14357500,"4.74"
2018,"Turnover","Low carbon electricity","England",8888500,7792500,9985000,"6.29"
2018,"Turnover","Low carbon electricity","Scotland",3546500,3077500,4015500,"6.75"
2018,"Turnover","Low carbon electricity","Wales",399500,329000,470000,"8.99"
2018,"Turnover","Low carbon electricity","Northern Ireland",301500,197000,406000,"17.68"
2018,"Turnover","Low carbon heat","UK",1572500,859000,2286000,"23.15"
2018,"Turnover","Low carbon heat","England",1200500,566000,1835500,"26.98"
2018,"Turnover","Low carbon heat","Scotland",247500,150000,345500,"20.13"
2018,"Turnover","Low carbon heat","Wales",NA,NA,NA,"c"
2018,"Turnover","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2018,"Turnover","Energy from waste and biomass","UK",4335000,3835000,4835000,"5.88"
2018,"Turnover","Energy from waste and biomass","England",3902000,3440500,4363000,"6.03"
2018,"Turnover","Energy from waste and biomass","Scotland",243000,171500,314000,"14.97"
2018,"Turnover","Energy from waste and biomass","Wales",142000,75500,208500,"23.93"
2018,"Turnover","Energy from waste and biomass","Northern Ireland",48000,21500,74500,"28.2"
2018,"Turnover","Energy efficient products","UK",20750500,17694000,23807000,"7.52"
2018,"Turnover","Energy efficient products","England",17370500,14359000,20382500,"8.85"
2018,"Turnover","Energy efficient products","Scotland",2064000,1655000,2473000,"10.11"
2018,"Turnover","Energy efficient products","Wales",1067500,954000,1181500,"5.43"
2018,"Turnover","Energy efficient products","Northern Ireland",248000,192000,304000,"11.51"
2018,"Turnover","Low carbon services","UK",718500,442500,994000,"19.59"
2018,"Turnover","Low carbon services","England",626000,359500,893000,"21.72"
2018,"Turnover","Low carbon services","Scotland",NA,NA,NA,"c"
2018,"Turnover","Low carbon services","Wales",13000,9000,16500,"15.34"
2018,"Turnover","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2018,"Turnover","Low emission vehicles","UK",5825500,5334500,6317000,"4.3"
2018,"Turnover","Low emission vehicles","England",5146000,4660000,5632000,"4.82"
2018,"Turnover","Low emission vehicles","Scotland",NA,NA,NA,"c"
2018,"Turnover","Low emission vehicles","Wales",NA,NA,NA,"c"
2018,"Turnover","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2018,"Employment (full time equivalent)","All groups","UK",217800,190900,244700,"6.3"
2018,"Employment (full time equivalent)","All groups","England",179700,153700,205700,"7.39"
2018,"Employment (full time equivalent)","All groups","Scotland",22300,18400,26100,"8.9"
2018,"Employment (full time equivalent)","All groups","Wales",10900,8700,13000,"10.15"
2018,"Employment (full time equivalent)","All groups","Northern Ireland",5000,4100,5900,"9.2899999999999991"
2018,"Employment (full time equivalent)","Low carbon electricity","UK",31700,26800,36600,"7.9"
2018,"Employment (full time equivalent)","Low carbon electricity","England",21900,18100,25700,"8.8699999999999992"
2018,"Employment (full time equivalent)","Low carbon electricity","Scotland",7400,6000,8900,"9.9"
2018,"Employment (full time equivalent)","Low carbon electricity","Wales",1500,900,2100,"19.329999999999998"
2018,"Employment (full time equivalent)","Low carbon electricity","Northern Ireland",900,200,1600,"38.46"
2018,"Employment (full time equivalent)","Low carbon heat","UK",6400,2300,10500,"32.520000000000003"
2018,"Employment (full time equivalent)","Low carbon heat","England",4600,1600,7600,"33.78"
2018,"Employment (full time equivalent)","Low carbon heat","Scotland",1200,400,2000,"35.68"
2018,"Employment (full time equivalent)","Low carbon heat","Wales",NA,NA,NA,"52.48"
2018,"Employment (full time equivalent)","Low carbon heat","Northern Ireland",NA,NA,NA,"23.9"
2018,"Employment (full time equivalent)","Energy from waste and biomass","UK",9500,7500,11600,"11.2"
2018,"Employment (full time equivalent)","Energy from waste and biomass","England",7600,5900,9300,"11.49"
2018,"Employment (full time equivalent)","Energy from waste and biomass","Scotland",1200,300,2100,"39.6"
2018,"Employment (full time equivalent)","Energy from waste and biomass","Wales",600,400,700,"13.78"
2018,"Employment (full time equivalent)","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"44.66"
2018,"Employment (full time equivalent)","Energy efficient products","UK",148500,122800,174200,"8.83"
2018,"Employment (full time equivalent)","Energy efficient products","England",127500,102200,152800,"10.119999999999999"
2018,"Employment (full time equivalent)","Energy efficient products","Scotland",11300,8000,14600,"14.99"
2018,"Employment (full time equivalent)","Energy efficient products","Wales",7500,5600,9500,"13.39"
2018,"Employment (full time equivalent)","Energy efficient products","Northern Ireland",2100,1600,2700,"13.66"
2018,"Employment (full time equivalent)","Low carbon services","UK",5000,3600,6500,"14.72"
2018,"Employment (full time equivalent)","Low carbon services","England",4200,2800,5700,"16.93"
2018,"Employment (full time equivalent)","Low carbon services","Scotland",600,500,700,"9.26"
2018,"Employment (full time equivalent)","Low carbon services","Wales",NA,NA,NA,"10.91"
2018,"Employment (full time equivalent)","Low carbon services","Northern Ireland",NA,NA,NA,"28.01"
2018,"Employment (full time equivalent)","Low emission vehicles","UK",16600,14300,18900,"7.18"
2018,"Employment (full time equivalent)","Low emission vehicles","England",13900,11600,16100,"8.4"
2018,"Employment (full time equivalent)","Low emission vehicles","Scotland",600,300,800,"23.1"
2018,"Employment (full time equivalent)","Low emission vehicles","Wales",600,600,700,"5.41"
2018,"Employment (full time equivalent)","Low emission vehicles","Northern Ireland",1600,1500,1600,"2.13"
2018,"Exports","All groups","UK",5271500,4942500,5600500,"3.19"
2018,"Exports","All groups","England",4362500,4039000,4685500,"3.78"
2018,"Exports","All groups","Scotland",363500,319000,408000,"6.25"
2018,"Exports","All groups","Wales",312500,302500,322500,"1.63"
2018,"Exports","All groups","Northern Ireland",233500,224500,242000,"1.96"
2018,"Exports","Low carbon electricity","UK",645000,536000,753500,"8.6"
2018,"Exports","Low carbon electricity","England",550000,450000,650000,"9.2899999999999991"
2018,"Exports","Low carbon electricity","Scotland",79500,38500,120500,"26.32"
2018,"Exports","Low carbon electricity","Wales",6500,4000,9500,"20.48"
